	Kingdom	Phylum	Class	Order	Family	Genus	Species	ASV
648f192473b82e88afb576d628519056	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Quadrisphaera	uncultured_bacterium	ASV00165
f43836fb3dbc1fe9a3f95af640d01a85	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia	uncultured_bacterium	ASV00166
a7ad29436b897b9b8891b540fe68e1b0	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	ND	ASV00167
c7a0e0fc9343afc90e85d8fa29fcaa37	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	ND	ASV00168
d892d40bc79d0c356bd2886ce8d120ee	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	ND	ASV00169
586a73244cb4559ceb38775717d1a087	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Demequinaceae	Demequina	uncultured_bacterium	ASV00170
d3f15f26540c2d1c8bf24edecabf0bb6	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	ND	ASV00171
f330e765325ac47997066c79007f76b7	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	ND	ASV00172
05b18ec772b1068d4e5af85a64eaed0f	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	ND	ASV00173
9effa566cc1cb4eeadec7cb0d861fcd8	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermabacteraceae	Dermabacter	ND	ASV00174
ecec9a5514321e9a3a37c260ee39eaa0	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermabacteraceae	Helcobacillus	ND	ASV00175
0dbf680e00aa85eb226b129f0adeff7e	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermacoccaceae	Dermacoccus	ND	ASV00176
65d059516da211826e7dc4c8c7eddd16	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermacoccaceae	Kytococcus	Kytococcus_sp	ASV00177
1acc5b6178bbd0dbfef07339cec61cf6	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermacoccaceae	ND	ND	ASV00178
1b981da91e3db17189ea3364ce02a7f5	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Oryzihumus	uncultured_bacterium	ASV00179
f527af6b382d2df2e1ba7a1abec8e04e	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	ND	ND	ASV00180
a7da93a9744a7863292bcf97d47b6a10	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	ND	ND	ASV00181
e6f35e978bd7ee5baf1f0e2b955965f6	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Amnibacterium	uncultured_bacterium	ASV00182
3cf426c8bc30415eb3099f67090e5cae	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Amnibacterium	ND	ASV00183
c4c6b023d69611aa6b18096b8efee726	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Amnibacterium	ND	ASV00184
497a26126c9e726c768bdec79e8c4e9b	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	ND	ASV00185
d66072bb4e903a9c1a95728d29427410	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	ND	ASV00186
a6123a29f6451fe031a76e09a1bfe90b	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter	ND	ASV00187
9fe4c3dfc721f87da8ff9661f9600667	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	ND	ASV00188
c608082599b0575b01fd10b2ba95fabd	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	ND	ASV00189
f32490b8845851fe9be12251653f85f3	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	ASV00190
453cf07d3e96e304f23fbde7b355fe70	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	ASV00191
11b737e346675fcc3ed6e727b5ba4750	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	ASV00192
ee6ee5f00eb1c192da3115ea88c2c0b1	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	ASV00193
3ab43fcc04514ef20f0fe8689a8c5ea7	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	ASV00194
62c42ad76b49094286cfc4314bdf03de	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	ASV00195
99bd44b548fbcc1d18e7f9525484c1ec	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	ASV00196
857a02fbca1cb29e1f9d35306f95991e	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	ASV00197
c7d264d13d940fcc7063fe2ca9987979	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	ASV00198
93a4f2358aaf94ed2bd074f73cd1dd46	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	ASV00199
1f6aae267c20cc4bc73d666d921f15b9	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	ASV00200
01e635a3fad7a984de67bfdf853ab37c	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	ASV00201
da920db8d1e5c92aead589eee18cc87a	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	ASV00202
e58a383ca3e9f328c5b61a2f96920821	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	ASV00203
496267a8ab0d760bd96cca041f1b85b4	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	ASV00204
6da62532c1b9659dc5bd8ea94d732644	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	ASV00205
844af036dea73d1a3bbbd740a1a7fae0	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	ASV00206
a7befe19a7450f143ca4abd34db1116d	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	ASV00207
fdee8af26111705bfb118f2547bb1895	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	ASV00208
5e8b371db33f93a720e87bb8095f72c1	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	ASV00209
60765dcd406691d0e16884ef97394d8a	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	ASV00210
91989545724efe6794033a94f871b548	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	ASV00211
cd830b530859b8da9a70db0cc8c56e26	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	ASV00212
7a3f59bc64f912d0c018cb2efb9ab5f5	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	ASV00213
9b4be26e7bb3a23d25e080a3bba619f6	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	ND	ASV00214
a20eb37d50abf4ef13197bd4a0ea8c84	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	ND	ASV00215
48223ba83f3f2efabaa8505bb8d8104d	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	ND	ASV00216
c07c0d761fb539c72f06525fc477463f	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	ND	ASV00217
bc56a7361c9a3b49f1f1c51874321e12	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	ND	ASV00218
b7ae2d92c6199a9e58c97d0e75865d36	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	ND	ASV00219
6d683f25144b5f891bb8af47de78269f	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	ND	ASV00220
4d8e57d0e9a246dbf07ea0e2056af15e	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	ND	ASV00221
0c579d21280801f02a641e1608606927	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	ND	ASV00222
d162df70be1e41831520e92e6f867184	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	ND	ASV00223
ce50a78966fc12a0a2d6107d1f4adc43	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	ND	ASV00224
cca80ce2fcfc63ec180d6001fedffd9b	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	ND	ASV00225
bcc6da5f621cbdfc1f0c9becbac6cdff	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Paenarthrobacter	ND	ASV00226
69ed9e68f31aa7c7ca9f8ed5235a8f6a	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Paenarthrobacter	ND	ASV00227
276c34c9bf8cb9d48557b5d96cd5e57b	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Paenarthrobacter	ND	ASV00228
7d135dfbf857c62673695ef24332b100	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	ND	ASV00229
2721fd42d5373667f111c60faaf21eac	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	ND	ASV00230
f8bcddaea88eb790743420346bb1bc80	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	ND	ASV00231
36ce67b3fecce277df99829617975495	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	ND	ASV00232
7ff346973a282aa55de296afdb5d74af	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	ND	ND	ASV00233
d7e95b9cc9644e1cba74bf668b4c4a1a	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	ND	ND	ASV00234
f10c75e76768b61484bc808595060f73	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	ND	ND	ASV00235
990362cf4b134060c39ff8955016dcc3	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	ND	ND	ASV00236
64ad971c7482bb5a55ecacb34041269c	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	ND	ND	ASV00237
a1e7ecf8b3d60122e8a9072b912aae49	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	ND	ND	ASV00238
168c8eb1274a226045e315e13bdc8d5a	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	ND	ND	ASV00239
9c6c92b6d1224eea23297dd0402f47d2	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	ND	ND	ASV00240
d861017995447af5b0435bca5e3d2c32	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	ND	ND	ASV00241
ccc278e01be09e451bbf666f80810c96	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	ND	ND	ASV00242
a1ed615a4ed0b08c534fcc504a4608b2	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	ND	ASV00243
206d00445a497d2441220533e0f6435a	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Sanguibacteraceae	Sanguibacter	ND	ASV00244
8a64f4604bca1ae1e4c7410533844cef	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Sanguibacteraceae	Sanguibacter	ND	ASV00245
543bbbd762f6efecd1b1b2bc7d2f6c87	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Sanguibacteraceae	Sanguibacter	ND	ASV00246
c489a5dd3e6b99cbbe986a7965f907ff	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	ND	ND	ND	ASV00247
ecf638609e77775f4caba8f1f5b4716d	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	ND	ND	ND	ASV00248
fc99e2789c3088e3971e9790288c5021	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	ND	ND	ND	ASV00249
1de58d3721d369ba67bdc7b65ea9727f	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	ND	ND	ND	ASV00250
1d7d0552794a1a0005e28374cfa38be0	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	ND	ASV00251
ec300764f57331df01258da544de8252	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	ND	ND	ASV00252
028e4286e12c8eeca9ecb2309904561b	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	ND	ASV00253
f0e3260fbe2ca4356eb88e8b047a5c0d	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	ND	ASV00254
dafe5cb267f69bb024d59878dddc5d71	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	ND	ASV00255
fec8716195af98907bac8206e598cefa	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	ND	ASV00256
80368af9b1fca1ecbb3959b5ab6a38fe	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	ND	ASV00257
944e9a646f016d14d18785178dba49db	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	ND	ASV00258
a1429d5b6762aee13e0f0da181a871a0	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	ND	ASV00259
a24957f2f5b1b5d03a2a56569376e93c	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	ND	ASV00260
817e475eb44ebba6e73c50ee5ee330df	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	ND	ASV00261
270c3dbc7642e8fd06ca2dfc1fda20e1	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	ND	ASV00262
cdefef07fc557a658492f0e216eb9413	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	ND	ASV00263
1dd37145c04e4368789449e7a2d20292	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	ND	ND	ASV00264
b6910d028fa07792164800401ad25bb5	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	ND	ND	ASV00265
171972b080255260c9263c8ea1265bd2	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	ND	ND	ASV00266
54f556391df6d1d9e8512da8a44ddb14	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	ND	ASV00267
23e4c9f171163a94d9137575387e8877	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	ND	ASV00268
8c3cf87b81dce2e15954e845b35edf93	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	ND	ASV00269
1720eba645abb908ca5483062490f4c9	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	ND	ASV00270
5a7b179b1b45f0fe2282f260bf073f60	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	ND	ASV00271
2ea06aff1523680fb1bc3863ceb6385e	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	ND	ASV00272
205481dce584aab1556ca5ad0bfe959f	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	ND	ASV00273
1f7b9b74ab26bfe804e6ca9330be8421	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	ND	ASV00274
2a39f0b75d31d00b3136b2edbe82962e	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora	ND	ASV00275
4083cf634d997c69ed0b76ec5f874493	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora	ND	ASV00276
eb41d6c3bdb7f697c24d5c59a7e4b43e	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	ND	ASV00277
39c47f3d76baee36a286c74330d36b6f	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	ND	ASV00278
cc60312357314937af544b9333c06feb	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	ND	ASV00279
f1ac294145c29ca0b1c126144e50ea37	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	ND	ASV00280
a206574d862065a4cdc078f3383d4500	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	ND	ASV00281
d95952e95e9eed3bd8972d84c80bfb26	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	ND	ASV00282
151b3b94f14d97ec7add9ad78488952b	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	ND	ND	ASV00283
5423c13db6ed312a4305c307f81aad23	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	ND	ND	ASV00284
9f3f87e8a23cbaa70f899038e4f248ac	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	ND	ND	ASV00285
b344bfba849dbbc602b3af464bce4748	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	ND	ND	ASV00286
3690ec40b46c253e783b47cbaa7d2dca	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	ND	ASV00287
0cd20ba2ac8d992671c5d149bc4b274a	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	ND	ASV00288
e27f69ade15fd4a790e9ed4009e66d43	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	ND	ASV00289
e97cd145aacd3f04f73323a624983c9a	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura_keratinilytica	ASV00290
a5e48b027fcf233fa5c9a33e67ddd2c4	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	uncultured_Conexibacteraceae	ASV00291
353f2ca966001c730537bbff645ac7e9	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	ND	ASV00292
3501663795b87d86f58fff2acd674af9	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	ND	ASV00293
78071b43244e5ebd909b446a937d7c77	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	ND	ASV00294
47d0da249eb7ca0f8ad884b6e98cad01	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	ND	ASV00295
4fd9b2cd712d351c7db4b7a89183c3a8	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_Conexibacter	ASV00296
f179023b9983476c2848d385886b9940	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	metagenome	ASV00297
fcd5e9883d687addc9384b071e8b5da1	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	metagenome	ASV00298
b32c31cdf2e8499f2dcf74dc1dca50df	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	metagenome	ASV00299
c5079e844cab8cd7c10cf5328cfa1c8d	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_actinobacterium	ASV00300
ad7cc8ed2619134b4977b75a43bfc853	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	ND	ASV00301
fa114591ef7c62a2b0587e4222c183e6	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	metagenome	ASV00302
3476c327c2dd69f6e79c6ae92be14d02	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	uncultured_bacterium	ASV00303
1d88682b31bd7ffc08478ecf49bae051	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	ND	ASV00304
7e11eff8c5af7bcde962bd184a691cd9	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_bacterium	ASV00305
a251ae02db5ed074ffc3acb72d5fbe33	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	ND	ASV00306
8e06e570971bf2ffc70a7d073e1a622d	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadales	Armatimonadales	uncultured_bacterium	ASV00307
b67520cd43f20ed4c7b7ea410c25a780	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadales	Armatimonadales	uncultured_bacterium	ASV00308
88ee9ea729285f682a04b2b76d481a49	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	uncultured_bacterium	ASV00309
7b1e1d7221926973da42a4923cb210fa	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	uncultured_bacterium	ASV00310
dc2fc13ed78407d690d3dda09f85fe58	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonadaceae	uncultured_bacterium	ASV00311
ca9ad4bc7c2cff255d5e0c64373ee893	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	ND	ASV00312
cca9da3e03bac557ccba323df253ea41	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum	ND	ASV00313
b0074af6b9640c09199843a3114c6a6c	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_bennonis	ASV00314
6d860023f7cb5928a25af41e9f53ed30	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_bennonis	ASV00315
7484420afe21dc1e8568e65d0349dc79	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_bennonis	ASV00316
50b75a3226fcf4b4720c9fd1e2ae2da6	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_bennonis	ASV00317
000993d785138ee9d1bc299d72ef3272	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_sp	ASV00318
6addbdcf8cdad8201770ae689f90e870	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_uenonis	ASV00319
76c79f2abc57cc084ad58546922178ea	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	uncultured_bacterium	ASV00320
b70052f1527ee64b4d266d671f5a14c3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	uncultured_bacterium	ASV00321
d639e9434c8f50838a4a89f78f19998f	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	uncultured_microorganism	ASV00322
39affe4f24aab02b897ece4e7d11f23d	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	ND	ASV00323
426a58d7fde254d8ff01fac25e36ff0e	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	uncultured_Bacteroidetes	ASV00324
0a21726cd4952a96635576553da67787	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	ND	ASV00325
32f8fd11d2bee278d609a1d4ab767554	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_melaninogenica	ASV00326
6cb9aa1cdff5058df57d21457965cefc	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_melaninogenica	ASV00327
c014b3c483e350bb66d509b6a360c015	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_oulorum	ASV00328
66a9ece5a3664b5fd81ad0244ed3b5d3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_pallens	ASV00329
377bf1b86dd15d576b1b9edd617843ce	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_shahii	ASV00330
184e36e73aea65ae969879632f3644b2	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_sp	ASV00331
e3f6085120269cc587278b4f3486c200	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_sp	ASV00332
e606e6a9dbcbaefd0fe8f53571bbcab0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	ND	ASV00333
abca34d3f46ee1af5c154ab909fd55c9	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	ND	ASV00334
